id,comment,label
915,The train arrives at 5 PM.,0
916,I have a meeting in the afternoon.,0
917,He enjoys playing football.,0
918,The cat is sleeping on the couch.,0
919,Water boils at 100 degrees Celsius.,0
920,I like to listen to music.,0
921,The weather is nice today.,0
922,I need to buy some groceries.,0
923,What time does the store open?,0
924,She is reading a book.,0
925,The train arrives at 5 PM.,0
926,I have a meeting in the afternoon.,0
927,He enjoys playing football.,0
928,The cat is sleeping on the couch.,0
929,Water boils at 100 degrees Celsius.,0
930,I like to listen to music.,0
931,The weather is nice today.,0
932,I need to buy some groceries.,0
933,What time does the store open?,0
934,She is reading a book.,0
935,The train arrives at 5 PM.,0
936,I have a meeting in the afternoon.,0
937,He enjoys playing football.,0
938,The cat is sleeping on the couch.,0
939,Water boils at 100 degrees Celsius.,0
940,I like to listen to music.,0
941,The weather is nice today.,0
942,I need to buy some groceries.,0
943,What time does the store open?,0
944,She is reading a book.,0
945,The train arrives at 5 PM.,0
946,I have a meeting in the afternoon.,0
947,He enjoys playing football.,0
948,The cat is sleeping on the couch.,0
949,Water boils at 100 degrees Celsius.,0
950,I like to listen to music.,0
951,The weather is nice today.,0
952,I need to buy some groceries.,0
953,What time does the store open?,0
954,She is reading a book.,0
955,The train arrives at 5 PM.,0
956,I have a meeting in the afternoon.,0
957,He enjoys playing football.,0
958,The cat is sleeping on the couch.,0
959,Water boils at 100 degrees Celsius.,0
960,I like to listen to music.,0
961,The weather is nice today.,0
962,I need to buy some groceries.,0
963,What time does the store open?,0
964,She is reading a book.,0
965,The train arrives at 5 PM.,0
966,I have a meeting in the afternoon.,0
967,He enjoys playing football.,0
968,The cat is sleeping on the couch.,0
969,Water boils at 100 degrees Celsius.,0
970,I like to listen to music.,0
971,The weather is nice today.,0
972,I need to buy some groceries.,0
973,What time does the store open?,0
974,She is reading a book.,0
975,The train arrives at 5 PM.,0
976,I have a meeting in the afternoon.,0
977,He enjoys playing football.,0
978,The cat is sleeping on the couch.,0
979,Water boils at 100 degrees Celsius.,0
980,I like to listen to music.,0
981,The weather is nice today.,0
982,I need to buy some groceries.,0
983,What time does the store open?,0
984,She is reading a book.,0
985,The train arrives at 5 PM.,0
986,I have a meeting in the afternoon.,0
987,He enjoys playing football.,0
988,The cat is sleeping on the couch.,0
989,Water boils at 100 degrees Celsius.,0
990,I like to listen to music.,0
991,The weather is nice today.,0
992,I need to buy some groceries.,0
993,What time does the store open?,0
994,She is reading a book.,0
995,The train arrives at 5 PM.,0
996,I have a meeting in the afternoon.,0
997,He enjoys playing football.,0
998,The cat is sleeping on the couch.,0
999,Water boils at 100 degrees Celsius.,0
1000,I like to listen to music.,0
1001,The weather is nice today.,0
1002,I need to buy some groceries.,0
1003,What time does the store open?,0
1004,She is reading a book.,0
1005,The train arrives at 5 PM.,0
1006,I have a meeting in the afternoon.,0
1007,He enjoys playing football.,0
1008,The cat is sleeping on the couch.,0
1009,Water boils at 100 degrees Celsius.,0
1010,I like to listen to music.,0
1011,The weather is nice today.,0
1012,I need to buy some groceries.,0
1013,What time does the store open?,0
1014,She is reading a book.,0
1015,The train arrives at 5 PM.,0
1016,I have a meeting in the afternoon.,0
1017,He enjoys playing football.,0
1018,The cat is sleeping on the couch.,0
1019,Water boils at 100 degrees Celsius.,0
1020,I like to listen to music.,0
1021,The weather is nice today.,0
1022,I need to buy some groceries.,0
1023,What time does the store open?,0
1024,She is reading a book.,0
1025,The train arrives at 5 PM.,0
1026,I have a meeting in the afternoon.,0
1027,He enjoys playing football.,0
1028,The cat is sleeping on the couch.,0
1029,Water boils at 100 degrees Celsius.,0
1030,I like to listen to music.,0
1031,The weather is nice today.,0
1032,I need to buy some groceries.,0
1033,What time does the store open?,0
1034,She is reading a book.,0
1035,The train arrives at 5 PM.,0
1036,I have a meeting in the afternoon.,0
1037,He enjoys playing football.,0
1038,The cat is sleeping on the couch.,0
1039,Water boils at 100 degrees Celsius.,0
1040,I like to listen to music.,0
1041,The weather is nice today.,0
1042,I need to buy some groceries.,0
1043,What time does the store open?,0
1044,She is reading a book.,0
1045,The train arrives at 5 PM.,0
1046,I have a meeting in the afternoon.,0
1047,He enjoys playing football.,0
1048,The cat is sleeping on the couch.,0
1049,Water boils at 100 degrees Celsius.,0
1050,I like to listen to music.,0
1051,The weather is nice today.,0
1052,I need to buy some groceries.,0
1053,What time does the store open?,0
1054,She is reading a book.,0
1055,The train arrives at 5 PM.,0
1056,I have a meeting in the afternoon.,0
1057,He enjoys playing football.,0
1058,The cat is sleeping on the couch.,0
1059,Water boils at 100 degrees Celsius.,0
1060,I like to listen to music.,0
1061,The weather is nice today.,0
1062,I need to buy some groceries.,0
1063,What time does the store open?,0
1064,She is reading a book.,0
1065,The train arrives at 5 PM.,0
1066,I have a meeting in the afternoon.,0
1067,He enjoys playing football.,0
1068,The cat is sleeping on the couch.,0
1069,Water boils at 100 degrees Celsius.,0
1070,I like to listen to music.,0
1071,The weather is nice today.,0
1072,I need to buy some groceries.,0
1073,What time does the store open?,0
1074,She is reading a book.,0
1075,The train arrives at 5 PM.,0
1076,I have a meeting in the afternoon.,0
1077,He enjoys playing football.,0
1078,The cat is sleeping on the couch.,0
1079,Water boils at 100 degrees Celsius.,0
1080,I like to listen to music.,0
1081,The weather is nice today.,0
1082,I need to buy some groceries.,0
1083,What time does the store open?,0
1084,She is reading a book.,0
1085,The train arrives at 5 PM.,0
1086,I have a meeting in the afternoon.,0
1087,He enjoys playing football.,0
1088,The cat is sleeping on the couch.,0
1089,Water boils at 100 degrees Celsius.,0
1090,I like to listen to music.,0
1091,The weather is nice today.,0
1092,I need to buy some groceries.,0
1093,What time does the store open?,0
1094,She is reading a book.,0
1095,The train arrives at 5 PM.,0
1096,I have a meeting in the afternoon.,0
1097,He enjoys playing football.,0
1098,The cat is sleeping on the couch.,0
1099,Water boils at 100 degrees Celsius.,0
1100,I like to listen to music.,0
1101,The weather is nice today.,0
1102,I need to buy some groceries.,0
1103,What time does the store open?,0
1104,She is reading a book.,0
1105,The train arrives at 5 PM.,0
1106,I have a meeting in the afternoon.,0
1107,He enjoys playing football.,0
1108,The cat is sleeping on the couch.,0
1109,Water boils at 100 degrees Celsius.,0
1110,I like to listen to music.,0
1111,The weather is nice today.,0
1112,I need to buy some groceries.,0
1113,What time does the store open?,0
1114,She is reading a book.,0
1115,The train arrives at 5 PM.,0
1116,I have a meeting in the afternoon.,0
1117,He enjoys playing football.,0
1118,The cat is sleeping on the couch.,0
1119,Water boils at 100 degrees Celsius.,0
1120,I like to listen to music.,0
1121,The weather is nice today.,0
1122,I need to buy some groceries.,0
1123,What time does the store open?,0
1124,She is reading a book.,0
1125,The train arrives at 5 PM.,0
1126,I have a meeting in the afternoon.,0
1127,He enjoys playing football.,0
1128,The cat is sleeping on the couch.,0
1129,Water boils at 100 degrees Celsius.,0
1130,I like to listen to music.,0
1131,The weather is nice today.,0
1132,I need to buy some groceries.,0
1133,What time does the store open?,0
1134,She is reading a book.,0
1135,The train arrives at 5 PM.,0
1136,I have a meeting in the afternoon.,0
1137,He enjoys playing football.,0
1138,The cat is sleeping on the couch.,0
1139,Water boils at 100 degrees Celsius.,0
1140,I like to listen to music.,0
1141,The weather is nice today.,0
1142,I need to buy some groceries.,0
1143,What time does the store open?,0
1144,She is reading a book.,0
1145,The train arrives at 5 PM.,0
1146,I have a meeting in the afternoon.,0
1147,He enjoys playing football.,0
1148,The cat is sleeping on the couch.,0
1149,Water boils at 100 degrees Celsius.,0
1150,I like to listen to music.,0
1151,The weather is nice today.,0
1152,I need to buy some groceries.,0
1153,What time does the store open?,0
1154,She is reading a book.,0
1155,The train arrives at 5 PM.,0
1156,I have a meeting in the afternoon.,0
1157,He enjoys playing football.,0
1158,The cat is sleeping on the couch.,0
1159,Water boils at 100 degrees Celsius.,0
1160,I like to listen to music.,0
1161,The weather is nice today.,0
1162,I need to buy some groceries.,0
1163,What time does the store open?,0
1164,She is reading a book.,0
1165,The train arrives at 5 PM.,0
1166,I have a meeting in the afternoon.,0
1167,He enjoys playing football.,0
1168,The cat is sleeping on the couch.,0
1169,Water boils at 100 degrees Celsius.,0
1170,I like to listen to music.,0
1171,The weather is nice today.,0
1172,I need to buy some groceries.,0
1173,What time does the store open?,0
1174,She is reading a book.,0
1175,The train arrives at 5 PM.,0
1176,I have a meeting in the afternoon.,0
1177,He enjoys playing football.,0
1178,The cat is sleeping on the couch.,0
1179,Water boils at 100 degrees Celsius.,0
1180,I like to listen to music.,0
1181,The weather is nice today.,0
1182,I need to buy some groceries.,0
1183,What time does the store open?,0
1184,She is reading a book.,0
1185,The train arrives at 5 PM.,0
1186,I have a meeting in the afternoon.,0
1187,He enjoys playing football.,0
1188,The cat is sleeping on the couch.,0
1189,Water boils at 100 degrees Celsius.,0
1190,I like to listen to music.,0
1191,The weather is nice today.,0
1192,I need to buy some groceries.,0
1193,What time does the store open?,0
1194,She is reading a book.,0
1195,The train arrives at 5 PM.,0
1196,I have a meeting in the afternoon.,0
1197,He enjoys playing football.,0
1198,The cat is sleeping on the couch.,0
1199,Water boils at 100 degrees Celsius.,0
1200,I like to listen to music.,0
1201,The weather is nice today.,0
1202,I need to buy some groceries.,0
1203,What time does the store open?,0
1204,She is reading a book.,0
1205,The train arrives at 5 PM.,0
1206,I have a meeting in the afternoon.,0
1207,He enjoys playing football.,0
1208,The cat is sleeping on the couch.,0
1209,Water boils at 100 degrees Celsius.,0
1210,I like to listen to music.,0
1211,The weather is nice today.,0
1212,I need to buy some groceries.,0
1213,What time does the store open?,0
1214,She is reading a book.,0
1215,The train arrives at 5 PM.,0
1216,I have a meeting in the afternoon.,0
1217,He enjoys playing football.,0
1218,The cat is sleeping on the couch.,0
1219,Water boils at 100 degrees Celsius.,0
1220,I like to listen to music.,0
1221,The weather is nice today.,0
1222,I need to buy some groceries.,0
1223,What time does the store open?,0
1224,She is reading a book.,0
1225,The train arrives at 5 PM.,0
1226,I have a meeting in the afternoon.,0
1227,He enjoys playing football.,0
1228,The cat is sleeping on the couch.,0
1229,Water boils at 100 degrees Celsius.,0
1230,I like to listen to music.,0
1231,The weather is nice today.,0
1232,I need to buy some groceries.,0
1233,What time does the store open?,0
1234,She is reading a book.,0
1235,The train arrives at 5 PM.,0
1236,I have a meeting in the afternoon.,0
1237,He enjoys playing football.,0
1238,The cat is sleeping on the couch.,0
1239,Water boils at 100 degrees Celsius.,0
1240,I like to listen to music.,0
1241,The weather is nice today.,0
1242,I need to buy some groceries.,0
1243,What time does the store open?,0
1244,She is reading a book.,0
1245,The train arrives at 5 PM.,0
1246,I have a meeting in the afternoon.,0
1247,He enjoys playing football.,0
1248,The cat is sleeping on the couch.,0
1249,Water boils at 100 degrees Celsius.,0
1250,I like to listen to music.,0
1251,The weather is nice today.,0
1252,I need to buy some groceries.,0
1253,What time does the store open?,0
